0.999699,0.99729,0.99248,0.985278,0.975702,0.963776,0.949528,0.932993,0.91421,0.893224,0.870087,0.844854,0.817585,0.788346,0.757209,0.724247,0.689541,0.653173,0.615232,0.575808,0.534998,0.492898,0.449611,0.405241,0.359895,0.313682,0.266713,0.219101,0.170962,0.122411,0.0735646,0.0245412,-0.0245412,-0.0735646,-0.122411,-0.170962,-0.219101,-0.266713,-0.313682,-0.359895,-0.405241,-0.449611,-0.492898,-0.534998,-0.575808,-0.615232,-0.653173,-0.689541,-0.724247,-0.757209,-0.788346,-0.817585,-0.844854,-0.870087,-0.893224,-0.91421,-0.932993,-0.949528,-0.963776,-0.975702,-0.985278,-0.99248,-0.99729,-0.999699,-0.999699,-0.99729,-0.99248,-0.985278,-0.975702,-0.963776,-0.949528,-0.932993,-0.91421,-0.893224,-0.870087,-0.844854,-0.817585,-0.788346,-0.757209,-0.724247,-0.689541,-0.653173,-0.615232,-0.575808,-0.534998,-0.492898,-0.449611,-0.405241,-0.359895,-0.313682,-0.266713,-0.219101,-0.170962,-0.122411,-0.0735644,-0.0245412,0.0245411,0.0735646,0.122411,0.170962,0.219101,0.266713,0.313682,0.359895,0.405241,0.449611,0.492898,0.534998,0.575808,0.615232,0.653173,0.689541,0.724247,0.757209,0.788346,0.817585,0.844853,0.870087,0.893224,0.91421,0.932993,0.949528,0.963776,0.975702,0.985278,0.99248,0.99729,0.999699
0.999998,0.998699,0.994994,0.988892,0.980408,0.969562,0.95638,0.940894,0.923141,0.903165,0.881013,0.856738,0.830399,0.80206,0.771788,0.739658,0.705745,0.670132,0.632905,0.594153,0.553969,0.512451,0.469699,0.425815,0.380905,0.335077,0.288443,0.241113,0.193203,0.144827,0.096102,0.0471457,-0.00192422,-0.0509895,-0.0999319,-0.148634,-0.196977,-0.244846,-0.292125,-0.338701,-0.38446,-0.429294,-0.473093,-0.515752,-0.557169,-0.597244,-0.63588,-0.672983,-0.708466,-0.742242,-0.77423,-0.804352,-0.832537,-0.858716,-0.882827,-0.90481,-0.924614,-0.942191,-0.957497,-0.970497,-0.981159,-0.989457,-0.995372,-0.998888,-0.999998,-0.998699,-0.994994,-0.988892,-0.980408,-0.969562,-0.95638,-0.940894,-0.923141,-0.903165,-0.881013,-0.856738,-0.830399,-0.80206,-0.771788,-0.739658,-0.705745,-0.670132,-0.632905,-0.594153,-0.553969,-0.512451,-0.469699,-0.425815,-0.380905,-0.335077,-0.288443,-0.241113,-0.193203,-0.144827,-0.0961019,-0.0471457,0.00192412,0.0509895,0.0999319,0.148634,0.196977,0.244846,0.292126,0.338701,0.384461,0.429294,0.473093,0.515752,0.557169,0.597244,0.63588,0.672984,0.708466,0.742242,0.77423,0.804352,0.832537,0.858716,0.882827,0.90481,0.924614,0.942191,0.957497,0.970497,0.981159,0.989457,0.995372,0.998888
0.999786,0.999597,0.997,0.992001,0.984612,0.974852,0.962743,0.948314,0.931601,0.912643,0.891487,0.868184,0.842788,0.815363,0.785973,0.75469,0.721588,0.686748,0.650254,0.612193,0.572658,0.531742,0.489546,0.44617,0.40172,0.356302,0.310025,0.263002,0.215345,0.167169,0.11859,0.069726,0.0206938,-0.0283883,-0.077402,-0.126229,-0.174752,-0.222855,-0.27042,-0.317334,-0.363483,-0.408757,-0.453046,-0.496243,-0.538245,-0.57895,-0.618261,-0.656082,-0.692323,-0.726895,-0.759717,-0.790708,-0.819795,-0.846906,-0.871977,-0.894948,-0.915763,-0.934371,-0.950728,-0.964795,-0.976538,-0.985928,-0.992943,-0.997566,-0.999786,-0.999597,-0.997,-0.992001,-0.984612,-0.974852,-0.962743,-0.948314,-0.931601,-0.912643,-0.891487,-0.868184,-0.842788,-0.815363,-0.785973,-0.75469,-0.721588,-0.686748,-0.650254,-0.612193,-0.572657,-0.531742,-0.489546,-0.44617,-0.40172,-0.356302,-0.310025,-0.263002,-0.215345,-0.167169,-0.11859,-0.069726,-0.0206939,0.0283883,0.077402,0.126229,0.174752,0.222855,0.27042,0.317334,0.363483,0.408757,0.453046,0.496243,0.538245,0.57895,0.618261,0.656082,0.692323,0.726895,0.759717,0.790708,0.819795,0.846906,0.871977,0.894948,0.915762,0.934371,0.950728,0.964795,0.976538,0.985928,0.992943,0.997566
0.999062,0.999983,0.998496,0.994602,0.988313,0.979643,0.968612,0.955249,0.939584,0.921655,0.901506,0.879185,0.854747,0.828249,0.799755,0.769335,0.737062,0.703013,0.667271,0.62992,0.591053,0.550761,0.509143,0.466298,0.42233,0.377344,0.331449,0.284756,0.237376,0.189425,0.141018,0.0922707,0.0433012,-0.00577264,-0.0548325,-0.10376,-0.152438,-0.200749,-0.248576,-0.295804,-0.342319,-0.38801,-0.432766,-0.47648,-0.519046,-0.560361,-0.600326,-0.638845,-0.675825,-0.711177,-0.744815,-0.77666,-0.806633,-0.834663,-0.860682,-0.884628,-0.906442,-0.926073,-0.943473,-0.9586,-0.971418,-0.981895,-0.990007,-0.995734,-0.999062,-0.999983,-0.998496,-0.994602,-0.988313,-0.979643,-0.968612,-0.955249,-0.939584,-0.921655,-0.901506,-0.879185,-0.854747,-0.828249,-0.799755,-0.769335,-0.737062,-0.703013,-0.66727,-0.62992,-0.591053,-0.550761,-0.509143,-0.466298,-0.42233,-0.377344,-0.331449,-0.284756,-0.237376,-0.189425,-0.141018,-0.0922707,-0.0433011,0.00577265,0.0548325,0.10376,0.152438,0.200749,0.248576,0.295804,0.342319,0.38801,0.432766,0.47648,0.519046,0.560361,0.600326,0.638845,0.675825,0.711177,0.744815,0.77666,0.806633,0.834663,0.860682,0.884628,0.906442,0.926073,0.943473,0.9586,0.971418,0.981895,0.990007,0.995734
0.997827,0.999858,0.99948,0.996695,0.991508,0.983933,0.973987,0.961695,0.947086,0.930195,0.911064,0.889737,0.866268,0.840711,0.813129,0.783588,0.752159,0.718918,0.683946,0.647325,0.609146,0.569498,0.528479,0.486187,0.442723,0.398193,0.352703,0.306364,0.259287,0.211585,0.163373,0.114768,0.0658864,0.016846,-0.032235,-0.0812384,-0.130046,-0.17854,-0.226605,-0.274123,-0.320981,-0.367065,-0.412266,-0.456473,-0.499581,-0.541484,-0.582084,-0.621281,-0.658982,-0.695095,-0.729533,-0.762214,-0.793058,-0.821993,-0.848946,-0.873855,-0.896658,-0.917302,-0.935735,-0.951914,-0.9658,-0.97736,-0.986564,-0.993392,-0.997827,-0.999858,-0.99948,-0.996695,-0.991508,-0.983933,-0.973987,-0.961695,-0.947086,-0.930195,-0.911064,-0.889737,-0.866268,-0.840711,-0.813129,-0.783588,-0.752159,-0.718918,-0.683946,-0.647325,-0.609146,-0.569498,-0.528479,-0.486187,-0.442723,-0.398193,-0.352703,-0.306364,-0.259287,-0.211585,-0.163373,-0.114768,-0.0658863,-0.016846,0.0322349,0.0812384,0.130046,0.17854,0.226605,0.274123,0.320981,0.367065,0.412266,0.456473,0.499581,0.541484,0.582084,0.621281,0.658982,0.695095,0.729533,0.762214,0.793058,0.821992,0.848946,0.873855,0.896658,0.917302,0.935735,0.951914,0.9658,0.97736,0.986564,0.993392
0.996082,0.999221,0.999954,0.998277,0.994196,0.987719,0.978863,0.967649,0.954103,0.938259,0.920155,0.899834,0.877345,0.852743,0.826086,0.797439,0.766871,0.734456,0.700271,0.664399,0.626927,0.587944,0.547545,0.505827,0.46289,0.418838,0.373777,0.327816,0.281065,0.233636,0.185645,0.137207,0.088438,0.039456,-0.00962098,-0.0586748,-0.107587,-0.156241,-0.204517,-0.252302,-0.299478,-0.345933,-0.391554,-0.436233,-0.47986,-0.522331,-0.563544,-0.603399,-0.641801,-0.678657,-0.713877,-0.747378,-0.779078,-0.808902,-0.836776,-0.862635,-0.886416,-0.908061,-0.927519,-0.944742,-0.959689,-0.972324,-0.982617,-0.990542,-0.996082,-0.999221,-0.999954,-0.998277,-0.994196,-0.987719,-0.978863,-0.967649,-0.954103,-0.938259,-0.920155,-0.899834,-0.877345,-0.852743,-0.826086,-0.797439,-0.766871,-0.734456,-0.700271,-0.664399,-0.626927,-0.587944,-0.547545,-0.505827,-0.46289,-0.418838,-0.373777,-0.327816,-0.281065,-0.233636,-0.185645,-0.137207,-0.0884379,-0.0394561,0.00962108,0.0586748,0.107587,0.156241,0.204517,0.252302,0.299478,0.345933,0.391554,0.436233,0.47986,0.522331,0.563544,0.603399,0.641801,0.678657,0.713877,0.747378,0.779078,0.808902,0.836776,0.862635,0.886416,0.908061,0.927518,0.944742,0.959689,0.972324,0.982617,0.990542
0.993827,0.998073,0.999916,0.999349,0.996375,0.991,0.983238,0.973108,0.960633,0.945843,0.928776,0.90947,0.887974,0.864338,0.838621,0.810883,0.781191,0.749617,0.716238,0.681133,0.644387,0.606089,0.566331,0.525208,0.48282,0.439269,0.39466,0.3491,0.302698,0.255568,0.207822,0.159575,0.110944,0.0620458,0.012998,-0.0360812,-0.0850735,-0.133861,-0.182326,-0.230351,-0.277822,-0.324623,-0.370643,-0.415769,-0.459894,-0.502911,-0.544716,-0.585209,-0.624292,-0.661871,-0.697856,-0.73216,-0.764699,-0.795397,-0.824178,-0.850974,-0.87572,-0.898356,-0.918827,-0.937086,-0.953086,-0.966791,-0.978167,-0.987186,-0.993827,-0.998073,-0.999916,-0.999349,-0.996375,-0.991,-0.983238,-0.973108,-0.960633,-0.945843,-0.928776,-0.90947,-0.887974,-0.864338,-0.838621,-0.810883,-0.781191,-0.749617,-0.716238,-0.681133,-0.644387,-0.606089,-0.566331,-0.525208,-0.48282,-0.439269,-0.39466,-0.349099,-0.302698,-0.255568,-0.207822,-0.159575,-0.110944,-0.0620459,-0.0129979,0.0360812,0.0850734,0.133861,0.182326,0.230351,0.277822,0.324623,0.370643,0.415769,0.459894,0.502911,0.544716,0.585209,0.624292,0.661871,0.697856,0.73216,0.764699,0.795397,0.824178,0.850974,0.875719,0.898356,0.918827,0.937086,0.953086,0.966791,0.978167,0.987186
0.991063,0.996415,0.999366,0.999909,0.998044,0.993774,0.98711,0.978069,0.966671,0.952944,0.936921,0.918641,0.898148,0.875492,0.850726,0.823911,0.795111,0.764396,0.731839,0.697519,0.661518,0.623924,0.584827,0.544321,0.502503,0.459475,0.41534,0.370205,0.324177,0.277369,0.229893,0.181862,0.133394,0.0846039,0.0356103,-0.0134692,-0.0625162,-0.111413,-0.160041,-0.208283,-0.256024,-0.303148,-0.349541,-0.395093,-0.439692,-0.483233,-0.525609,-0.566719,-0.606464,-0.644748,-0.681478,-0.716567,-0.749929,-0.781485,-0.811158,-0.838877,-0.864575,-0.888191,-0.909666,-0.92895,-0.945996,-0.960763,-0.973216,-0.983324,-0.991063,-0.996415,-0.999366,-0.999909,-0.998044,-0.993774,-0.98711,-0.978069,-0.966671,-0.952944,-0.936921,-0.918641,-0.898148,-0.875492,-0.850726,-0.823911,-0.795111,-0.764396,-0.731839,-0.697519,-0.661518,-0.623924,-0.584827,-0.544321,-0.502503,-0.459475,-0.41534,-0.370205,-0.324178,-0.277369,-0.229893,-0.181862,-0.133394,-0.084604,-0.0356102,0.0134691,0.0625163,0.111413,0.16004,0.208283,0.256024,0.303148,0.349541,0.395093,0.439692,0.483233,0.525609,0.566719,0.606464,0.644748,0.681478,0.716567,0.749929,0.781485,0.811158,0.838877,0.864575,0.888191,0.909666,0.92895,0.945996,0.960763,0.973216,0.983324
0.987793,0.994246,0.998305,0.999958,0.999203,0.99604,0.990478,0.982529,0.972214,0.959556,0.944587,0.927342,0.907863,0.886198,0.862397,0.836518,0.808624,0.778783,0.747065,0.713547,0.67831,0.64144,0.603024,0.563155,0.521929,0.479446,0.435808,0.391121,0.345491,0.299028,0.251846,0.204056,0.155775,0.107119,0.0582044,0.00914976,-0.0399269,-0.0889073,-0.137674,-0.186108,-0.234094,-0.281517,-0.328261,-0.374214,-0.419266,-0.463308,-0.506233,-0.547939,-0.588325,-0.627294,-0.664751,-0.700607,-0.734776,-0.767174,-0.797723,-0.826351,-0.852989,-0.877571,-0.900039,-0.920339,-0.938422,-0.954244,-0.967767,-0.978959,-0.987793,-0.994246,-0.998305,-0.999958,-0.999203,-0.99604,-0.990478,-0.982529,-0.972214,-0.959556,-0.944587,-0.927342,-0.907863,-0.886198,-0.862397,-0.836518,-0.808624,-0.778783,-0.747065,-0.713547,-0.67831,-0.64144,-0.603023,-0.563155,-0.521929,-0.479446,-0.435809,-0.391121,-0.345491,-0.299028,-0.251846,-0.204056,-0.155775,-0.107119,-0.0582043,-0.00914981,0.039927,0.0889073,0.137673,0.186108,0.234094,0.281517,0.328261,0.374214,0.419266,0.463308,0.506233,0.547939,0.588325,0.627294,0.664751,0.700607,0.734775,0.767173,0.797723,0.826352,0.852989,0.877571,0.900039,0.920339,0.938422,0.954244,0.967767,0.978959
0.984017,0.991569,0.996733,0.999495,0.99985,0.997796,0.993338,0.986487,0.97726,0.965678,0.95177,0.935569,0.917114,0.89645,0.873626,0.848697,0.821724,0.792771,0.761909,0.72921,0.694756,0.658627,0.620912,0.581701,0.541088,0.499172,0.456054,0.411836,0.366627,0.320534,0.27367,0.226146,0.178077,0.129579,0.0807687,0.031764,-0.0173172,-0.0663566,-0.115236,-0.163838,-0.212045,-0.259742,-0.306813,-0.353144,-0.398625,-0.443146,-0.486598,-0.528879,-0.569886,-0.609519,-0.647685,-0.684289,-0.719246,-0.75247,-0.78388,-0.813403,-0.840966,-0.866503,-0.889952,-0.911258,-0.930368,-0.947237,-0.961824,-0.974094,-0.984017,-0.991569,-0.996733,-0.999495,-0.99985,-0.997796,-0.993338,-0.986487,-0.97726,-0.965678,-0.95177,-0.935569,-0.917114,-0.89645,-0.873626,-0.848697,-0.821724,-0.792771,-0.761909,-0.72921,-0.694756,-0.658627,-0.620912,-0.581701,-0.541088,-0.499172,-0.456054,-0.411836,-0.366627,-0.320534,-0.27367,-0.226145,-0.178077,-0.129579,-0.0807686,-0.0317641,0.0173172,0.0663566,0.115236,0.163838,0.212045,0.259742,0.306813,0.353144,0.398625,0.443145,0.486598,0.528879,0.569886,0.609519,0.647685,0.684289,0.719246,0.75247,0.783881,0.813403,0.840966,0.866503,0.889952,0.911258,0.930368,0.947237,0.961824,0.974093
